general,attacked,attacked_zombie,30,,
general,crawl_spawn,crawler_start,30,,
general,dog_spawn,spawn_hellhound,,,
general,ammo_low,ammo_low,,,
general,ammo_out,ammo_out,,,
general,box_move,box_move,,,
general,box_use,box_use,,,
general,oh_shit,oh_shit,15,TRUE,
general,revive_down,revive_down,,,
general,revive_up,heal_revived,,,
general,revive_support,revive_player,,,
general,crawl_hit,crawler_attack,,,
general,power_on,power_on,100,,
general,rebuild_boards,rebuild_boards,,,
general,outofmoney,nomoney_generic,,,
general,pap_wait,pap_wait,50,,
general,build_pickup,build_pickup,100,,
general,build_swap,build_swap,100,,
general,build_add,build_add,100,,
general,build_final,build_final,100,,
general,build_bsm_pickup,build_bsm_pickup,100,,
general,build_bsm_final,build_bsm_final,100,,
general,player_recieves_blundersplat,build_bsm_plc,100,,
general,build_zs_pickup,build_zs_pickup,100,,
general,build_zs_final,build_zs_final,100,,
general,build_zs_plc,build_zs_plc,100,,
general,discover_box,discover_box,100,,
general,discover_wall_buy,discover_wall_buy,100,,
general,wpck_pap,wpck_pap,100,,
general,portal_clue,portal_clue,100,,
general,killswitch_clue,killswitch_clue,100,,
general,power_off,power_off,100,,
general,electric_zap,electric_zap,25,,
general,need_electricity,need_electricity,25,,
general,use_gondola,use_gondola,100,,
general,discover_trap,discover_trap,100,,
general,start_trap,trap_start,100,,
general,surrounded_respond_to_plr_0,surrounded_respond_to_plr_0,100,,
general,surrounded_respond_to_plr_1,surrounded_respond_to_plr_1,100,,
general,surrounded_respond_to_plr_2,surrounded_respond_to_plr_2,100,,
general,surrounded_respond_to_plr_3,surrounded_respond_to_plr_3,100,,
general,wolf_complete,wolf_complete,100,,
general,wolf_final,wolf_final,100,,
general,wolf_encounter,wolf_encounter,100,,
general,brutus_encounter,brutus_encounter,100,,
general,brutus_arrival,brutus_arrival,100,,
general,brutus_reaction,brutus_reaction,100,,
general,brutus_defeated,brutus_defeated,100,,
general,generic_wall_buy,generic_wall_buy,100,,
perk,generic,perk_generic,,,
perk,specialty_armorvest,perk_generic,,,
perk,specialty_quickrevive,perk_generic,,,
perk,specialty_fastreload,perk_generic,,,
perk,specialty_doubletap2,perk_generic,,,
perk,specialty_staminup,perk_generic,,,
perk,specialty_widowswine,perk_generic,,,
perk,specialty_additionalprimaryweapon,perk_generic,,,
perk,specialty_deadshot,perk_generic,,,
perk,specialty_electriccherry,perk_generic,,,
powerup,nuke,powerup_nuke,,,
powerup,insta_kill,powerup_insta,,,
powerup,full_ammo,powerup_ammo,,,
powerup,double_points,powerup_double,,,
powerup,carpenter,powerup_carpenter,,,
powerup,firesale,powerup_firesale,,,
powerup,minigun,powerup_minigun,,,
powerup,bonus_points_team,powerup_bonus,,,
kill,melee,kill_melee,40,,
kill,melee_instakill,kill_insta,,,
kill,weapon_instakill,kill_insta,10,,
kill,close,kill_close,15,,
kill,damage,close_damaged,25,,
kill,streak,kill_streak,,,
kill,headshot,kill_headshot,15,TRUE,
kill,explosive,kill_explosive,60,,
kill,raygun,kill_raygun,75,,
kill,bullet,kill_damaged,1,,
kill,tesla,kill_tesla,,,
kill,monkey,kill_monkey,75,,
kill,crawler,crawler_kill,30,,
kill,hellhound,kill_hellhound,,,
kill,betty,kill_explosive,,,
kill,retriever,kill_retriever,15,,
kill,redeemer,kill_redeemer,15,,
kill,blundergat,kill_blundergat,15,,
kill,acidgat,kill_acidgat,15,,
kill,death_machine,kill_death_machine,15,,
kill,wolf_kill,wolf_kill,100,,
kill,headshot_respond_to_plr_0,surrounded_respond_to_plr_0,100,,
kill,headshot_respond_to_plr_1,surrounded_respond_to_plr_1,100,,
kill,headshot_respond_to_plr_2,surrounded_respond_to_plr_2,100,,
kill,headshot_respond_to_plr_3,surrounded_respond_to_plr_3,100,,
weapon_pickup,generic,generic_wall_buy,,,
weapon_pickup,pistol,generic_wall_buy,,,
weapon_pickup,smg,generic_wall_buy,,,
weapon_pickup,dualwield,generic_wall_buy,,,
weapon_pickup,shotgun,generic_wall_buy,,,
weapon_pickup,rifle,generic_wall_buy,,,
weapon_pickup,burstrifle,generic_wall_buy,,,
weapon_pickup,assault,generic_wall_buy,,,
weapon_pickup,sniper,generic_wall_buy,,,
weapon_pickup,mg,generic_wall_buy,,,
weapon_pickup,launcher,generic_wall_buy,,,
weapon_pickup,grenade,wpck_explosive,,,
weapon_pickup,bowie,wpck_bowie,,,
weapon_pickup,raygun,generic_wall_buy,,,
weapon_pickup,monkey,generic_wall_buy,,,
weapon_pickup,tesla,generic_wall_buy,,,
weapon_pickup,betty,generic_wall_buy,,,
weapon_pickup,upgrade,pap_enhanced,,,
box_pickup,pistol,box_crappy,,,
box_pickup,smg,box_smg,,,
box_pickup,dualwield,box_dual,,,
box_pickup,shotgun,box_shotgun,,,
box_pickup,rifle,box_ar,,,
box_pickup,burstrifle,box_mg,,,
box_pickup,assault,box_mg,,,
box_pickup,sniper,box_sniper,,,
box_pickup,lmg,box_mg,,,
box_pickup,launcher,box_launcher,,,
box_pickup,grenade,wpck_explosive,,,
box_pickup,wpck_bowie,wpck_bowie,,,
box_pickup,raygun,box_raygun,,,
box_pickup,wpck_ray,box_raygun,,,
box_pickup,monkey,box_monkey,,,
box_pickup,tesla,box_tesla,,,
box_pickup,betty,wpck_explosive,,,
box_pickup,upgrade,pap_enhanced,,,
bgb,buy,gum_buy,,,
bgb,eat,gum_eat,,,
portal,travel,travel_portal,20,,
trap,start,trap_start,,,
trap,kill,trap_kill,15,,
box,teleport,pap_teleport,,,
weapon_pickup,spikes,pickup_spikes,,,
dragon,encounter,dragon_encounter,,,
dragon,generic,dragon_generic,,,
dragon,final,dragon_final,,,
weapon_pickup,elemental_bow,pickup_bow,,,
quest,clock,clock_progression,,,
quest,fireplace,fireplace_light,,,
weapon_pickup,elemental_bow_rune_prison,pickup_rune_bow,,,
quest,wind,quest_wind,,,
quest,tornado,quest_tornado,,,
quest,weathervane,quest_weathervane,,,
weapon_pickup,elemental_bow_storm,pickup_bow_elemental,,,
weapon_pickup,elemental_bow_demongate,demongate_complete,,,
quest,painting,quest_painting_complete,,,
quest,skadi_encounter,quest_skadi_encounter,,,
quest,skadi_far,quest_skadi_far,,,
quest,skadi_mound,quest_skadi_mound,,,
quest,skadi_dig,quest_skadi_dig,,,
weapon_pickup,elemental_bow_wolf_howl,pickup_bow_wolf,,,
weapon_pickup,rocket_part,pickup_rocket,,,
kill,bow_suffering,kill_bow,,,
kill,bow_rune,kill_rune,,,
kill,bow_rune_charged,kill_rune_charged,,,
kill,bow_elemental,kill_elemental,,,
kill,bow_elemental_charged,kill_elemental_charged,,,
kill,bow_demongate,kill_demongate_charged,,,
kill,bow_wolf,kill_wolf,,,
kill,bow_wolf_charged,kill_wolf_charged,,,
kill,low_grav,kill_low_grav,,,
general,mechz_spawn,mechz_appear,,,
kill,mechz,mechz_kill,,,
trap,rocket_start,rocket_start,,,
use,jumpshpere,use_jumpsphere,,,
need,fuse,need_fuse,,,
room,samantha,room_samantha,,,
room,richtofen,room_richtofen,,,
room,maxis,room_maxis,,,
room,undercroft,room_undercroft,,,
room,platform,room_platform,,,
kill,rocketshield,kill_rocketshield,,,
kill,spikes,spikes_kill,,,
bgb,move,gum_move,,,
hint,mechz,panzer_hint,,,
disable,claw,disable_claw,,,

quest,find_map,find_map,100,,
quest,response_map,response_map,100,,
quest,sidequest_key,sidequest_key,100,,
quest,sidequest_key_response,sidequest_key_response,100,,
quest,sidequest_sheets,sidequest_sheets,100,,
quest,sidequest_valves,sidequest_valves,100,,
quest,sidequest_engine,sidequest_engine,100,,
quest,sidequest_rigging,sidequest_rigging,100,,
quest,sidequest_oxygen,sidequest_oxygen,100,,
quest,sidequest_parts1_prog,sidequest_parts1_prog,100,,
quest,sidequest_parts2_prog,sidequest_parts2_prog,100,,
quest,sidequest_parts3_prog,sidequest_parts3_prog,100,,
quest,sidequest_parts4_prog,sidequest_parts4_prog,100,,
quest,sidequest_all_parts,sidequest_all_parts,100,,
quest,sidequest_roof_nag,sidequest_roof_nag,100,,
quest,build_plane,build_plane,100,,
quest,plane_takeoff,plane_takeoff,100,,
quest,plane_flight,plane_flight,100,,
quest,plane_crash,plane_crash,100,,
quest,free_fall,free_fall,100,,
quest,zombie_arrive_gg,zombie_arrive_gg,100,,
quest,chair_electrocution,chair_electrocution,100,,
quest,fuel_pickup,fuel_pickup,100,,
quest,start_2,start_2,100,,
quest,pick_up_easter_egg,pick_up_egg,100,,
quest,secret_poster,secret_poster,100,,
quest,find_secret,find_secret,100,,
